index,x,y
304,175.0,-197.0
305,175.0,-198.0
306,175.0,-199.0
307,175.0,-200.0
308,175.0,-201.0
309,175.0,-202.0
310,175.0,-203.0
311,175.0,-204.0
312,175.0,-205.0
313,175.0,-206.0
314,175.0,-207.0
315,175.0,-208.0
316,175.0,-209.0
317,175.0,-210.0
318,175.0,-211.0
319,175.0,-212.0
320,175.0,-213.0
321,175.0,-214.0
322,175.0,-215.0
323,175.0,-216.0
324,175.0,-217.0
325,175.0,-218.0
326,175.0,-219.0
327,175.0,-220.0
328,175.0,-221.0
329,175.0,-222.0
330,175.0,-223.0
331,175.0,-224.0
332,175.0,-225.0
333,175.0,-226.0
334,175.0,-227.0
335,175.0,-228.0
336,175.0,-229.0
337,175.0,-230.0
338,175.0,-231.0
339,175.0,-232.0
340,175.0,-233.0
341,175.0,-234.0
342,175.0,-235.0
343,175.0,-236.0
344,175.0,-237.0
345,175.0,-238.0
346,175.0,-239.0
347,175.0,-240.0
348,175.0,-241.0
349,175.0,-242.0
350,175.0,-243.0
351,175.0,-244.0
352,175.0,-245.0
353,175.0,-246.0
354,175.0,-247.0
355,175.0,-248.0
356,175.0,-249.0
357,175.0,-250.0
358,175.0,-251.0
359,175.0,-252.0
360,175.0,-253.0
361,175.0,-254.0
362,175.0,-255.0
363,175.0,-256.0
364,175.0,-257.0
365,175.0,-258.0
366,175.0,-259.0
367,175.0,-260.0
368,175.0,-261.0
369,175.0,-262.0
370,175.0,-263.0
371,175.0,-264.0
372,175.0,-265.0
373,175.0,-266.0
374,175.0,-267.0
375,175.0,-268.0
376,175.0,-269.0
377,175.0,-270.0
378,175.0,-271.0
379,175.0,-272.0
380,176.0,-273.0
381,177.0,-273.0
382,178.0,-273.0
383,179.0,-273.0
384,180.0,-273.0
385,181.0,-273.0
386,182.0,-273.0
387,183.0,-273.0
388,184.0,-273.0
389,185.0,-272.0
390,186.0,-272.0
391,187.0,-272.0
392,188.0,-272.0
393,189.0,-272.0
394,190.0,-272.0
395,191.0,-272.0
396,192.0,-272.0
397,193.0,-272.0
398,194.0,-272.0
399,195.0,-271.0
400,195.0,-270.0
401,195.0,-269.0
402,195.0,-268.0
403,195.0,-267.0
404,195.0,-266.0
405,195.0,-265.0
406,195.0,-264.0
407,195.0,-263.0
408,195.0,-262.0
409,195.0,-261.0
410,195.0,-260.0
411,195.0,-259.0
412,195.0,-258.0
413,195.0,-257.0
414,195.0,-256.0
415,195.0,-255.0
416,195.0,-254.0
417,195.0,-253.0
418,195.0,-252.0
419,195.0,-251.0
420,195.0,-250.0
421,195.0,-249.0
422,195.0,-248.0
423,195.0,-247.0
424,195.0,-246.0
425,195.0,-245.0
426,195.0,-244.0
427,195.0,-243.0
428,195.0,-242.0
429,195.0,-241.0
430,195.0,-240.0
431,195.0,-239.0
432,195.0,-238.0
433,195.0,-237.0
434,195.0,-236.0
435,195.0,-235.0
436,195.0,-234.0
437,195.0,-233.0
438,195.0,-232.0
439,195.0,-231.0
440,195.0,-230.0
441,195.0,-229.0
442,195.0,-228.0
443,195.0,-227.0
444,195.0,-226.0
445,195.0,-225.0
446,195.0,-224.0
447,195.0,-223.0
448,195.0,-222.0
449,195.0,-221.0
450,195.0,-220.0
451,195.0,-219.0
452,195.0,-218.0
453,195.0,-217.0
454,195.0,-216.0
455,195.0,-215.0
456,195.0,-214.0
457,195.0,-213.0
458,195.0,-212.0
459,195.0,-211.0
460,195.0,-210.0
461,195.0,-209.0
462,195.0,-208.0
463,195.0,-207.0
464,195.0,-206.0
465,195.0,-205.0
466,195.0,-204.0
467,195.0,-203.0
468,195.0,-202.0
469,195.0,-201.0
470,195.0,-200.0
471,195.0,-199.0
472,195.0,-198.0
473,195.0,-197.0
474,195.0,-196.0
475,195.0,-195.0
476,195.0,-194.0
477,195.0,-193.0
478,195.0,-192.0
479,195.0,-191.0
480,195.0,-190.0
481,195.0,-189.0
482,195.0,-188.0
483,195.0,-187.0
484,195.0,-186.0
485,195.0,-185.0
486,195.0,-184.0
487,195.0,-183.0
488,195.0,-182.0
489,195.0,-181.0
490,195.0,-180.0
491,195.0,-179.0
492,195.0,-178.0
493,195.0,-177.0
494,195.0,-176.0
495,195.0,-175.0
496,195.0,-174.0
497,195.0,-173.0
498,195.0,-172.0
499,195.0,-171.0
500,195.0,-170.0
501,195.0,-169.0
502,195.0,-168.0
503,195.0,-167.0
504,195.0,-166.0
505,195.0,-165.0
506,195.0,-164.0
507,195.0,-163.0
508,195.0,-162.0
509,195.0,-161.0
510,195.0,-160.0
511,195.0,-159.0
512,195.0,-158.0
513,195.0,-157.0
514,195.0,-156.0
515,195.0,-155.0
516,195.0,-154.0
517,195.0,-153.0
518,195.0,-152.0
519,195.0,-151.0
520,195.0,-150.0
521,195.0,-149.0
522,195.0,-148.0
523,195.0,-147.0
524,195.0,-146.0
525,195.0,-147.0
526,194.0,-146.0
527,193.0,-147.0
528,194.0,-146.0
529,195.0,-146.0
530,195.0,-145.0
531,194.0,-146.0
532,195.0,-145.0
533,195.0,-144.0
534,195.0,-143.0
535,195.0,-142.0
536,195.0,-141.0
537,195.0,-140.0
538,195.0,-139.0
539,195.0,-138.0
540,195.0,-137.0
541,195.0,-136.0
542,195.0,-135.0
543,195.0,-134.0
544,195.0,-133.0
545,195.0,-132.0
546,195.0,-131.0
547,195.0,-130.0
548,195.0,-129.0
549,195.0,-128.0
550,195.0,-127.0
551,195.0,-126.0
552,195.0,-125.0
553,195.0,-124.0
554,195.0,-123.0
555,195.0,-122.0
556,195.0,-121.0
557,195.0,-120.0
558,195.0,-119.0
559,195.0,-118.0
560,195.0,-117.0
561,195.0,-116.0
562,195.0,-115.0
563,195.0,-114.0
564,195.0,-113.0
565,196.0,-112.0
566,197.0,-111.0
567,198.0,-111.0
568,199.0,-111.0
569,200.0,-110.0
570,201.0,-110.0
571,202.0,-109.0
572,203.0,-109.0
573,204.0,-109.0
574,205.0,-108.0
575,206.0,-108.0
576,207.0,-108.0
577,208.0,-108.0
578,209.0,-107.0
579,210.0,-107.0
580,211.0,-106.0
581,212.0,-106.0
582,211.0,-106.0
583,210.0,-107.0
584,211.0,-108.0
585,211.0,-109.0
586,211.0,-110.0
587,211.0,-111.0
588,211.0,-112.0
589,211.0,-113.0
590,211.0,-114.0
591,211.0,-115.0
592,211.0,-116.0
593,211.0,-117.0
594,211.0,-118.0
595,211.0,-119.0
596,211.0,-120.0
597,211.0,-121.0
598,211.0,-122.0
599,211.0,-123.0
600,211.0,-124.0
601,211.0,-125.0
602,211.0,-126.0
603,211.0,-127.0
604,211.0,-128.0
605,211.0,-129.0
606,211.0,-130.0
607,211.0,-131.0
608,211.0,-132.0
609,211.0,-133.0
610,211.0,-134.0
611,211.0,-135.0
612,211.0,-136.0
613,211.0,-137.0
614,211.0,-138.0
615,211.0,-139.0
616,211.0,-140.0
617,211.0,-141.0
618,211.0,-142.0
619,211.0,-143.0
620,211.0,-144.0
621,211.0,-145.0
622,211.0,-146.0
623,211.0,-147.0
624,211.0,-148.0
625,211.0,-149.0
626,211.0,-150.0
627,211.0,-151.0
628,211.0,-152.0
629,211.0,-153.0
630,211.0,-154.0
631,211.0,-155.0
632,211.0,-156.0
633,211.0,-157.0
634,211.0,-158.0
635,211.0,-159.0
636,211.0,-160.0
637,211.0,-161.0
638,211.0,-162.0
639,211.0,-163.0
640,211.0,-164.0
641,211.0,-165.0
642,211.0,-166.0
643,211.0,-167.0
644,211.0,-168.0
645,211.0,-169.0
646,211.0,-170.0
647,211.0,-171.0
648,211.0,-172.0
649,211.0,-173.0
650,211.0,-174.0
651,211.0,-175.0
652,211.0,-176.0
653,211.0,-177.0
654,211.0,-178.0
655,211.0,-179.0
656,211.0,-180.0
657,211.0,-181.0
658,211.0,-182.0
659,211.0,-183.0
660,211.0,-184.0
661,211.0,-185.0
662,211.0,-186.0
663,211.0,-187.0
664,211.0,-188.0
665,211.0,-189.0
666,211.0,-190.0
667,211.0,-191.0
668,211.0,-192.0
669,211.0,-193.0
670,211.0,-194.0
671,211.0,-195.0
672,211.0,-196.0
673,211.0,-197.0
674,211.0,-198.0
675,211.0,-199.0
676,211.0,-200.0
677,211.0,-201.0
678,211.0,-202.0
679,211.0,-203.0
680,211.0,-204.0
681,211.0,-205.0
682,211.0,-206.0
683,211.0,-207.0
684,211.0,-208.0
685,211.0,-209.0
686,211.0,-210.0
687,211.0,-211.0
688,211.0,-212.0
689,211.0,-213.0
690,211.0,-214.0
691,211.0,-215.0
692,211.0,-216.0
693,211.0,-217.0
694,211.0,-218.0
695,211.0,-219.0
696,211.0,-220.0
697,211.0,-221.0
698,211.0,-222.0
699,211.0,-223.0
700,211.0,-224.0
701,211.0,-225.0
702,211.0,-226.0
703,211.0,-227.0
704,211.0,-228.0
705,211.0,-229.0
706,211.0,-230.0
707,211.0,-231.0
708,211.0,-232.0
709,211.0,-233.0
710,211.0,-234.0
711,211.0,-235.0
712,211.0,-236.0
713,211.0,-237.0
714,211.0,-238.0
715,211.0,-239.0
716,211.0,-240.0
717,211.0,-241.0
718,211.0,-242.0
719,211.0,-243.0
720,211.0,-244.0
721,211.0,-245.0
722,211.0,-246.0
723,211.0,-247.0
724,211.0,-248.0
725,211.0,-249.0
726,211.0,-250.0
727,211.0,-251.0
728,211.0,-252.0
729,211.0,-253.0
730,211.0,-254.0
731,211.0,-255.0
732,211.0,-256.0
733,211.0,-257.0
734,211.0,-258.0
735,211.0,-259.0
736,211.0,-260.0
737,211.0,-261.0
738,211.0,-262.0
739,211.0,-263.0
740,211.0,-264.0
741,211.0,-265.0
742,211.0,-266.0
743,211.0,-267.0
744,211.0,-268.0
745,211.0,-269.0
746,211.0,-270.0
747,211.0,-271.0
748,211.0,-272.0
749,211.0,-273.0
750,211.0,-274.0
751,211.0,-275.0
752,211.0,-276.0
753,210.0,-277.0
754,210.0,-278.0
755,211.0,-279.0
756,212.0,-279.0
757,213.0,-279.0
758,214.0,-279.0
759,215.0,-279.0
760,216.0,-279.0
761,217.0,-279.0
762,218.0,-279.0
763,219.0,-279.0
764,220.0,-279.0
765,221.0,-279.0
766,222.0,-279.0
767,223.0,-279.0
768,224.0,-279.0
769,225.0,-279.0
770,226.0,-279.0
771,227.0,-279.0
772,228.0,-279.0
773,229.0,-279.0
774,230.0,-279.0
775,231.0,-279.0
776,232.0,-279.0
777,233.0,-279.0
778,234.0,-279.0
779,235.0,-278.0
780,236.0,-277.0
781,235.0,-277.0
782,235.0,-276.0
783,236.0,-277.0
784,237.0,-277.0
785,238.0,-277.0
786,239.0,-277.0
787,240.0,-277.0
788,241.0,-277.0
789,242.0,-276.0
790,243.0,-276.0
791,244.0,-276.0
792,245.0,-275.0
793,246.0,-275.0
794,247.0,-274.0
795,248.0,-274.0
796,249.0,-274.0
797,250.0,-273.0
798,251.0,-273.0
799,252.0,-272.0
800,253.0,-272.0
801,254.0,-272.0
802,255.0,-272.0
803,256.0,-272.0
804,257.0,-272.0
805,258.0,-272.0
806,259.0,-272.0
807,260.0,-271.0
808,261.0,-270.0
809,262.0,-270.0
810,262.0,-269.0
811,262.0,-270.0
812,263.0,-271.0
813,264.0,-272.0
814,265.0,-272.0
815,266.0,-272.0
816,267.0,-272.0
817,268.0,-272.0
818,269.0,-272.0
819,270.0,-272.0
820,271.0,-272.0
821,272.0,-272.0
822,273.0,-272.0
823,274.0,-272.0
824,275.0,-272.0
825,276.0,-272.0
826,277.0,-272.0
827,278.0,-271.0
828,279.0,-272.0
829,280.0,-272.0
830,281.0,-272.0
831,282.0,-272.0
832,283.0,-272.0
833,284.0,-272.0
834,285.0,-272.0
835,286.0,-272.0
836,287.0,-272.0
837,288.0,-272.0
838,289.0,-272.0
839,290.0,-272.0
840,291.0,-272.0
841,292.0,-272.0
842,293.0,-272.0
843,294.0,-272.0
844,295.0,-272.0
845,296.0,-272.0
846,297.0,-272.0
847,298.0,-272.0
848,299.0,-272.0
849,300.0,-271.0
850,299.0,-272.0
851,298.0,-272.0
852,297.0,-272.0
853,296.0,-272.0
854,295.0,-272.0
855,294.0,-272.0
856,293.0,-272.0
857,292.0,-272.0
858,291.0,-272.0
859,290.0,-272.0
860,289.0,-272.0
861,288.0,-272.0
862,287.0,-272.0
863,286.0,-272.0
864,285.0,-272.0
865,284.0,-272.0
866,283.0,-272.0
867,282.0,-272.0
868,281.0,-272.0
869,280.0,-272.0
870,279.0,-272.0
871,278.0,-271.0
872,278.0,-270.0
873,278.0,-269.0
874,278.0,-268.0
875,278.0,-267.0
876,278.0,-266.0
877,278.0,-265.0
878,278.0,-264.0
879,278.0,-263.0
880,278.0,-262.0
881,278.0,-261.0
882,278.0,-260.0
883,278.0,-259.0
884,278.0,-258.0
885,278.0,-257.0
886,278.0,-256.0
887,278.0,-255.0
888,278.0,-254.0
889,278.0,-253.0
890,278.0,-252.0
891,278.0,-251.0
892,278.0,-250.0
893,278.0,-249.0
894,278.0,-248.0
895,278.0,-247.0
896,278.0,-246.0
897,279.0,-245.0
898,279.0,-244.0
899,279.0,-243.0
900,279.0,-242.0
901,279.0,-241.0
902,280.0,-240.0
903,280.0,-239.0
904,281.0,-238.0
905,282.0,-237.0
906,283.0,-236.0
907,284.0,-235.0
908,285.0,-235.0
909,286.0,-235.0
910,287.0,-234.0
911,288.0,-234.0
912,289.0,-234.0
913,290.0,-234.0
914,291.0,-234.0
915,292.0,-234.0
916,293.0,-235.0
917,294.0,-235.0
918,295.0,-235.0
919,296.0,-236.0
920,297.0,-237.0
921,298.0,-238.0
922,298.0,-239.0
923,299.0,-240.0
924,300.0,-241.0
925,300.0,-242.0
926,300.0,-243.0
927,300.0,-244.0
928,300.0,-245.0
929,300.0,-246.0
930,300.0,-247.0
931,300.0,-248.0
932,300.0,-249.0
933,300.0,-250.0
934,300.0,-251.0
935,300.0,-252.0
936,300.0,-253.0
937,300.0,-254.0
938,300.0,-255.0
939,300.0,-256.0
940,300.0,-257.0
941,300.0,-258.0
942,300.0,-259.0
943,300.0,-260.0
944,300.0,-261.0
945,300.0,-262.0
946,300.0,-263.0
947,300.0,-264.0
948,300.0,-265.0
949,300.0,-266.0
950,300.0,-267.0
951,300.0,-268.0
952,300.0,-269.0
953,300.0,-270.0
954,300.0,-271.0
955,301.0,-272.0
956,302.0,-272.0
957,303.0,-272.0
958,304.0,-272.0
959,305.0,-272.0
960,306.0,-272.0
961,307.0,-272.0
962,308.0,-272.0
963,309.0,-272.0
964,310.0,-272.0
965,311.0,-272.0
966,312.0,-272.0
967,313.0,-272.0
968,314.0,-272.0
969,315.0,-271.0
970,316.0,-270.0
971,317.0,-270.0
972,318.0,-270.0
973,319.0,-271.0
974,320.0,-272.0
975,321.0,-272.0
976,322.0,-272.0
977,323.0,-272.0
978,324.0,-272.0
979,325.0,-272.0
980,326.0,-272.0
981,326.0,-271.0
982,325.0,-272.0
983,324.0,-272.0
984,323.0,-272.0
985,322.0,-272.0
986,321.0,-272.0
987,320.0,-272.0
988,319.0,-271.0
989,318.0,-270.0
990,317.0,-269.0
991,317.0,-270.0
992,316.0,-270.0
993,317.0,-269.0
994,317.0,-268.0
995,317.0,-267.0
996,317.0,-266.0
997,317.0,-265.0
998,317.0,-264.0
999,317.0,-263.0
1000,317.0,-262.0
1001,317.0,-261.0
1002,317.0,-260.0
1003,317.0,-259.0
1004,317.0,-258.0
1005,317.0,-257.0
1006,317.0,-256.0
1007,317.0,-255.0
1008,317.0,-254.0
1009,317.0,-253.0
1010,317.0,-252.0
1011,317.0,-251.0
1012,317.0,-250.0
1013,317.0,-249.0
1014,317.0,-248.0
1015,317.0,-247.0
1016,317.0,-246.0
1017,317.0,-245.0
1018,317.0,-244.0
1019,317.0,-243.0
1020,317.0,-242.0
1021,317.0,-241.0
1022,317.0,-240.0
1023,317.0,-239.0
1024,317.0,-238.0
1025,317.0,-237.0
1026,317.0,-236.0
1027,317.0,-235.0
1028,317.0,-234.0
1029,317.0,-233.0
1030,317.0,-232.0
1031,317.0,-231.0
1032,317.0,-230.0
1033,317.0,-229.0
1034,317.0,-228.0
1035,317.0,-227.0
1036,317.0,-226.0
1037,317.0,-225.0
1038,317.0,-224.0
1039,317.0,-223.0
1040,317.0,-224.0
1041,316.0,-223.0
1042,317.0,-223.0
1043,317.0,-222.0
1044,317.0,-221.0
1045,317.0,-220.0
1046,317.0,-219.0
1047,317.0,-218.0
1048,317.0,-217.0
1049,317.0,-216.0
1050,317.0,-215.0
1051,317.0,-214.0
1052,317.0,-213.0
1053,317.0,-212.0
1054,317.0,-211.0
1055,317.0,-210.0
1056,317.0,-211.0
1057,317.0,-212.0
1058,317.0,-213.0
1059,317.0,-214.0
1060,317.0,-215.0
1061,317.0,-216.0
1062,317.0,-217.0
1063,317.0,-218.0
1064,317.0,-219.0
1065,317.0,-220.0
1066,317.0,-221.0
1067,317.0,-222.0
1068,316.0,-223.0
1069,315.0,-223.0
1070,314.0,-223.0
1071,313.0,-223.0
1072,312.0,-223.0
1073,311.0,-223.0
1074,310.0,-223.0
1075,309.0,-223.0
1076,308.0,-223.0
1077,307.0,-223.0
1078,306.0,-223.0
1079,305.0,-223.0
1080,304.0,-223.0
1081,303.0,-223.0
1082,302.0,-223.0
1083,301.0,-223.0
1084,300.0,-223.0
1085,299.0,-223.0
1086,298.0,-223.0
1087,297.0,-223.0
1088,296.0,-223.0
1089,295.0,-223.0
1090,294.0,-223.0
1091,293.0,-223.0
1092,292.0,-223.0
1093,291.0,-223.0
1094,290.0,-223.0
1095,289.0,-223.0
1096,288.0,-223.0
1097,287.0,-223.0
1098,286.0,-223.0
1099,285.0,-223.0
1100,284.0,-223.0
1101,283.0,-223.0
1102,282.0,-223.0
1103,281.0,-223.0
1104,280.0,-223.0
1105,279.0,-223.0
1106,278.0,-223.0
1107,277.0,-223.0
1108,276.0,-223.0
1109,275.0,-223.0
1110,274.0,-223.0
1111,273.0,-223.0
1112,272.0,-223.0
1113,271.0,-223.0
1114,270.0,-223.0
1115,269.0,-223.0
1116,268.0,-223.0
1117,267.0,-223.0
1118,266.0,-223.0
1119,265.0,-223.0
1120,264.0,-223.0
1121,263.0,-223.0
1122,262.0,-224.0
1123,262.0,-223.0
1124,263.0,-223.0
1125,262.0,-222.0
1126,262.0,-221.0
1127,262.0,-220.0
1128,262.0,-219.0
1129,262.0,-218.0
1130,262.0,-217.0
1131,262.0,-216.0
1132,262.0,-215.0
1133,262.0,-214.0
1134,262.0,-213.0
1135,262.0,-212.0
1136,262.0,-211.0
1137,262.0,-210.0
1138,263.0,-209.0
1139,264.0,-209.0
1140,265.0,-209.0
1141,266.0,-209.0
1142,267.0,-209.0
1143,268.0,-208.0
1144,269.0,-208.0
1145,270.0,-207.0
1146,271.0,-207.0
1147,272.0,-206.0
1148,273.0,-205.0
1149,274.0,-205.0
1150,275.0,-204.0
1151,276.0,-204.0
1152,277.0,-203.0
1153,278.0,-202.0
1154,279.0,-202.0
1155,280.0,-201.0
1156,281.0,-200.0
1157,282.0,-200.0
1158,283.0,-199.0
1159,284.0,-199.0
1160,285.0,-198.0
1161,286.0,-197.0
1162,287.0,-197.0
1163,288.0,-196.0
1164,289.0,-196.0
1165,290.0,-196.0
1166,289.0,-196.0
1167,289.0,-195.0
1168,288.0,-196.0
1169,289.0,-195.0
1170,289.0,-194.0
1171,290.0,-193.0
1172,289.0,-193.0
1173,289.0,-194.0
1174,289.0,-195.0
1175,290.0,-196.0
1176,291.0,-197.0
1177,292.0,-197.0
1178,293.0,-197.0
1179,294.0,-198.0
1180,295.0,-199.0
1181,296.0,-199.0
1182,297.0,-200.0
1183,298.0,-201.0
1184,299.0,-201.0
1185,300.0,-202.0
1186,301.0,-202.0
1187,302.0,-203.0
1188,303.0,-204.0
1189,304.0,-204.0
1190,305.0,-205.0
1191,306.0,-205.0
1192,307.0,-206.0
1193,308.0,-207.0
1194,309.0,-207.0
1195,310.0,-208.0
1196,311.0,-208.0
1197,312.0,-209.0
1198,313.0,-209.0
1199,314.0,-209.0
1200,315.0,-209.0
1201,316.0,-209.0
1202,317.0,-210.0
1203,318.0,-209.0
1204,319.0,-208.0
1205,319.0,-207.0
1206,319.0,-206.0
1207,319.0,-205.0
1208,319.0,-204.0
1209,319.0,-203.0
1210,319.0,-202.0
1211,319.0,-201.0
1212,319.0,-200.0
1213,319.0,-199.0
1214,319.0,-198.0
1215,319.0,-197.0
1216,319.0,-196.0
1217,319.0,-195.0
1218,319.0,-194.0
1219,319.0,-193.0
1220,319.0,-192.0
1221,319.0,-191.0
1222,319.0,-190.0
1223,319.0,-191.0
1224,318.0,-190.0
1225,317.0,-190.0
1226,316.0,-190.0
1227,315.0,-190.0
1228,314.0,-190.0
1229,313.0,-190.0
1230,312.0,-190.0
1231,311.0,-190.0
1232,310.0,-190.0
1233,309.0,-190.0
1234,308.0,-190.0
1235,307.0,-190.0
1236,306.0,-190.0
1237,305.0,-190.0
1238,304.0,-190.0
1239,303.0,-190.0
1240,302.0,-190.0
1241,301.0,-190.0
1242,300.0,-190.0
1243,299.0,-190.0
1244,298.0,-190.0
1245,297.0,-190.0
1246,296.0,-190.0
1247,295.0,-190.0
1248,296.0,-190.0
